datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;anomaly;changepoint
2020-03-09 16:16:30;0.0275454;0.0411269;0.673506;0.054711;67.8345;24.3164;240.513;32.0;0.0;0.0
2020-03-09 16:16:31;0.0279969;0.0391004;0.772264;0.054711;67.8704;24.3279;229.523;32.0;0.0;0.0
2020-03-09 16:16:32;0.0284184;0.038872;0.67552;0.054711;67.7882;24.3261;242.708;32.0;0.0;0.0
2020-03-09 16:16:33;0.0276254;0.0393665;0.566279;-0.273216;67.7918;24.3323;229.709;32.0;0.0;0.0
2020-03-09 16:16:34;0.0274841;0.0418539;1.29217;0.054711;67.7368;24.325;242.746;32.0;0.0;0.0
2020-03-09 16:16:36;0.027288;0.0415712;0.732872;0.054711;67.893;24.3137;224.495;32.0384;0.0;0.0
2020-03-09 16:16:37;0.0278323;0.039037;0.785302;-0.273216;68.0941;24.3156;206.719;32.9627;0.0;0.0
2020-03-09 16:16:38;0.0278256;0.0379903;1.09938;0.054711;67.7679;24.3201;206.347;32.0384;0.0;0.0
2020-03-09 16:16:39;0.027646;0.039669;1.09131;0.054711;67.88;24.3159;220.868;32.9627;0.0;0.0
2020-03-09 16:16:40;0.0270837;0.0411671;1.31336;0.054711;67.7604;24.3243;247.176;32.0;0.0;0.0
2020-03-09 16:16:41;0.0273654;0.0401587;1.21435;-0.273216;68.0307;24.3237;217.917;32.0;0.0;0.0
2020-03-09 16:16:42;0.0277162;0.0396289;0.760039;0.054711;68.0285;24.3186;231.188;32.0;0.0;0.0
2020-03-09 16:16:43;0.0277006;0.037805;1.1275;-0.273216;67.9973;24.3158;227.584;32.0;0.0;0.0
2020-03-09 16:16:44;0.0279919;0.0389995;1.10017;-0.273216;67.8537;24.3254;229.871;32.0;0.0;0.0
2020-03-09 16:16:45;0.027247;0.0403155;1.08738;0.054711;67.9864;24.3138;213.005;32.0387;0.0;0.0
2020-03-09 16:16:46;0.0273091;0.0400079;0.990409;0.054711;67.9943;24.3217;213.78;32.9625;0.0;0.0
2020-03-09 16:16:47;0.0281667;0.0395602;1.14797;0.710565;67.9336;24.3157;224.387;32.0;0.0;0.0
2020-03-09 16:16:48;0.0276709;0.037944;1.13849;0.054711;68.0258;24.3182;241.23;32.0;0.0;0.0
2020-03-09 16:16:49;0.0278622;0.0390504;1.067;0.054711;68.0184;24.3192;215.633;32.0387;0.0;0.0
2020-03-09 16:16:50;0.0270854;0.0394038;1.09097;-0.273216;67.9747;24.3156;206.569;32.9625;0.0;0.0
2020-03-09 16:16:52;0.0276735;0.0403148;1.07655;-0.273216;67.9827;24.3204;233.817;32.0;0.0;0.0
2020-03-09 16:16:53;0.0277474;0.0394659;1.0891;0.054711;67.9605;24.314;210.033;32.0;0.0;0.0
2020-03-09 16:16:54;0.0284519;0.0398611;1.06955;0.710565;68.0641;24.3152;208.816;32.0;0.0;0.0
2020-03-09 16:16:55;0.0276335;0.0409748;1.15603;0.382638;68.0207;24.3162;249.48;32.0;0.0;0.0
2020-03-09 16:16:56;0.0272816;0.0409821;1.22196;-0.273216;67.9127;24.3164;224.546;32.0387;0.0;0.0
2020-03-09 16:16:57;0.027605;0.0413361;0.905562;0.382638;68.0602;24.3228;230.885;32.9261;0.0;0.0
2020-03-09 16:16:58;0.0279106;0.0400633;1.29676;0.054711;67.9491;24.3187;228.898;31.0785;0.0;0.0
2020-03-09 16:16:59;0.0285544;0.0406824;1.11766;0.710565;68.0161;24.3137;209.681;32.9625;0.0;0.0
2020-03-09 16:17:00;0.0282162;0.0403739;1.43112;0.382638;68.1273;24.3085;253.914;32.0;0.0;0.0
2020-03-09 16:17:01;0.0277371;0.0411273;1.20391;0.382638;67.9198;24.3212;226.341;32.0387;0.0;0.0
2020-03-09 16:17:02;0.0276949;0.0419954;1.24784;0.054711;68.0258;24.3137;230.053;33.0;0.0;0.0
2020-03-09 16:17:03;0.0276949;0.0405571;1.45278;0.054711;67.9386;24.3124;253.2;32.9625;0.0;0.0
2020-03-09 16:17:04;0.0281244;0.0416165;1.43089;-0.273216;67.6422;24.3161;248.188;32.0387;0.0;0.0
2020-03-09 16:17:05;0.0281439;0.0406926;0.991998;0.054711;67.7214;24.3229;241.354;32.9625;0.0;0.0
2020-03-09 16:17:07;0.0283061;0.0408346;1.25308;-0.273216;68.1065;24.3204;230.244;32.0387;0.0;0.0
2020-03-09 16:17:08;0.0277453;0.0406617;1.27004;0.382638;67.6952;24.313;230.226;32.9625;0.0;0.0
2020-03-09 16:17:09;0.0283172;0.0418177;1.48568;-0.273216;68.0127;24.3118;254.069;32.0;0.0;0.0
2020-03-09 16:17:10;0.0278889;0.0407825;1.37185;0.054711;67.9097;24.316;250.283;32.0;0.0;0.0
2020-03-09 16:17:11;0.0281524;0.0401413;1.22814;-0.273216;68.0883;24.3159;231.243;32.0;0.0;0.0
2020-03-09 16:17:12;0.0278177;0.0399954;1.1498;0.382638;67.9744;24.3055;225.839;32.0;0.0;0.0
2020-03-09 16:17:13;0.0273762;0.040908;1.30717;-0.273216;68.2277;24.3045;229.1;32.0387;0.0;0.0
2020-03-09 16:17:14;0.0280108;0.0420232;0.535095;-0.273216;67.8908;24.2962;217.442;32.9625;0.0;0.0
2020-03-09 16:17:15;0.0279189;0.0413468;1.07634;0.382638;67.942;24.3055;232.77;32.0;0.0;0.0
2020-03-09 16:17:16;0.0276725;0.0407667;1.19891;0.054711;67.885;24.2965;236.58;32.0;0.0;0.0
2020-03-09 16:17:17;0.0276997;0.0395137;1.21819;0.054711;67.9886;24.3012;221.496;32.0387;0.0;0.0
2020-03-09 16:17:18;0.0278849;0.0398364;1.27686;0.054711;68.0149;24.3039;237.075;32.9625;0.0;0.0
2020-03-09 16:17:19;0.0277883;0.0415516;1.23472;0.054711;67.8587;24.2964;240.387;32.0;0.0;0.0
2020-03-09 16:17:20;0.027828;0.0419176;0.769728;0.054711;67.6973;24.2963;220.669;32.0387;0.0;0.0
2020-03-09 16:17:22;0.0278341;0.0400224;1.17305;0.054711;67.8622;24.297;221.854;32.0;0.0;0.0
2020-03-09 16:17:23;0.0278558;0.0395982;1.04183;0.382638;67.8667;24.2983;242.578;31.9625;0.0;0.0
2020-03-09 16:17:24;0.0279828;0.0416945;0.868878;0.054711;68.0096;24.2993;235.692;31.0387;0.0;0.0
2020-03-09 16:17:25;0.0277332;0.0423066;0.488697;0.054711;67.9238;24.2992;209.749;32.0;0.0;0.0
2020-03-09 16:17:26;0.0280015;0.0419849;1.21215;-0.273216;67.8707;24.2985;236.779;32.0387;0.0;0.0
2020-03-09 16:17:27;0.0277034;0.0407939;1.14709;-0.273216;67.9087;24.287;240.615;32.9625;0.0;0.0
2020-03-09 16:17:28;0.0281804;0.0391535;0.641917;0.054711;67.7386;24.2958;241.225;32.0;0.0;0.0
