datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS
2020-02-08 13:30:47;0.20603000000000002;0.277924;1.8101900000000002;0.38263800000000003;90.17399999999999;26.776;228.208;121.664
2020-02-08 13:30:48;0.20436600000000002;0.275727;2.66317;-0.27321599999999996;90.2836;26.776;227.245;122.0
2020-02-08 13:30:49;0.206103;0.278526;2.63758;0.38263800000000003;89.8666;26.7821;237.872;122.0
2020-02-08 13:30:51;0.204775;0.276948;2.3285099999999996;0.38263800000000003;90.2192;26.7773;230.422;121.338
2020-02-08 13:30:52;0.20605199999999999;0.27814099999999997;2.53422;0.38263800000000003;90.1449;26.7773;219.454;121.664
2020-02-08 13:30:53;0.204336;0.2781;2.56922;0.054711;90.2703;26.7658;221.08900000000003;122.0
2020-02-08 13:30:54;0.205697;0.27889200000000003;1.95859;0.054711;90.225;26.775;232.327;122.0
2020-02-08 13:30:55;0.204775;0.277663;2.4937400000000003;0.054711;90.0302;26.7827;231.269;122.0
2020-02-08 13:30:56;0.20643499999999998;0.27773000000000003;1.8737099999999998;0.054711;89.9812;26.787;228.727;121.338
2020-02-08 13:30:57;0.2025;0.278587;2.5862;0.38263800000000003;90.1731;26.7865;229.672;121.664
2020-02-08 13:30:58;0.206249;0.27676799999999996;2.93381;0.054711;90.1969;26.7747;245.31400000000002;122.0
2020-02-08 13:30:59;0.202439;0.277591;2.19198;0.38263800000000003;90.1828;26.7855;248.533;121.338
2020-02-08 13:31:00;0.205333;0.277906;2.7768900000000003;0.38263800000000003;90.2508;26.7855;226.767;121.664
2020-02-08 13:31:01;0.204502;0.276496;2.1429099999999996;0.054711;90.2719;26.7848;227.945;122.0
2020-02-08 13:31:02;0.204907;0.27954;2.25457;0.054711;90.1833;26.7825;228.78400000000002;121.338
2020-02-08 13:31:03;0.204992;0.274746;2.38389;-0.27321599999999996;90.2679;26.7875;234.78799999999998;121.0
2020-02-08 13:31:04;0.204815;0.27873600000000004;2.40687;0.054711;90.1022;26.7898;231.40200000000002;121.664
2020-02-08 13:31:05;0.20437;0.27624899999999997;2.76104;0.38263800000000003;90.2419;26.7833;234.47;121.338
2020-02-08 13:31:07;0.204907;0.27836;2.65672;0.054711;90.2522;26.7843;233.21599999999998;121.664
2020-02-08 13:31:08;0.203704;0.27650399999999997;2.5061;0.054711;90.2054;26.7936;229.356;122.0
2020-02-08 13:31:09;0.204096;0.277827;2.61462;0.054711;90.2578;26.7936;235.778;121.338
2020-02-08 13:31:10;0.20319;0.276803;2.81103;0.054711;90.1886;26.7814;248.14;121.664
2020-02-08 13:31:11;0.202706;0.276632;2.69997;-0.27321599999999996;90.5175;26.7883;247.71900000000002;122.0
2020-02-08 13:31:12;0.203511;0.277883;2.52992;0.054711;90.3353;26.7812;235.02;121.338
2020-02-08 13:31:13;0.203056;0.276781;2.7178400000000003;0.710565;90.3509;26.787;250.225;121.664
2020-02-08 13:31:14;0.20347300000000001;0.278308;2.71762;0.054711;90.3026;26.7871;227.54;121.338
2020-02-08 13:31:15;0.20336600000000002;0.277604;2.33427;0.054711;90.5426;26.7845;229.827;121.664
2020-02-08 13:31:16;0.202768;0.277494;2.78032;0.054711;90.1204;26.788;226.56799999999998;121.338
2020-02-08 13:31:17;0.20361500000000002;0.277308;2.1861200000000003;0.38263800000000003;89.5723;26.7861;218.903;121.664
2020-02-08 13:31:18;0.203229;0.278048;2.6442900000000003;0.38263800000000003;90.42;26.7861;227.916;121.338
2020-02-08 13:31:19;0.204205;0.278146;2.77153;0.38263800000000003;89.8218;26.7873;236.329;121.664
2020-02-08 13:31:20;0.203177;0.27805100000000005;2.75007;0.054711;90.3506;26.7932;226.56099999999998;121.338
2020-02-08 13:31:21;0.204736;0.278102;2.7701599999999997;0.38263800000000003;90.0953;26.7819;228.359;122.33
2020-02-08 13:31:23;0.203209;0.27863000000000004;1.31055;0.38263800000000003;90.4612;26.7941;219.59599999999998;122.338
2020-02-08 13:31:24;0.204798;0.277275;2.24865;0.054711;90.0038;26.7975;229.851;122.0
2020-02-08 13:31:25;0.202678;0.278963;2.51809;0.38263800000000003;89.7599;26.7872;238.74599999999998;121.338
2020-02-08 13:31:26;0.202514;0.277934;2.2385599999999997;0.054711;89.8137;26.7881;230.072;121.338
2020-02-08 13:31:27;0.20530500000000002;0.277777;3.01399;0.054711;89.751;26.7888;248.09599999999998;121.664
2020-02-08 13:31:28;0.202708;0.277962;2.5557;0.38263800000000003;89.8659;26.7977;210.15900000000002;121.338
2020-02-08 13:31:29;0.204296;0.277542;1.6267399999999999;0.38263800000000003;89.8432;26.7977;202.382;121.664
2020-02-08 13:31:30;0.202731;0.276509;2.15924;0.38263800000000003;89.8195;26.7962;239.986;121.338
2020-02-08 13:31:31;0.20366900000000002;0.278663;1.8484599999999998;0.054711;89.7277;26.7947;228.915;121.664
2020-02-08 13:31:32;0.203663;0.27619099999999996;3.1673;0.38263800000000003;89.8594;26.8003;251.605;121.338
2020-02-08 13:31:33;0.203036;0.278491;2.64566;0.38263800000000003;89.9107;26.7972;228.36599999999999;122.33
2020-02-08 13:31:34;0.20441600000000001;0.27635;1.76469;0.054711;89.8709;26.7924;216.731;122.338
2020-02-08 13:31:35;0.203509;0.279235;2.7498400000000003;-0.27321599999999996;89.824;26.8006;239.542;122.0
2020-02-08 13:31:36;0.20444600000000002;0.27623400000000004;2.75223;0.38263800000000003;89.8856;26.7976;223.852;122.0
2020-02-08 13:31:38;0.204058;0.27864;1.36868;-0.27321599999999996;89.8742;26.7966;205.815;122.0
2020-02-08 13:31:39;0.205154;0.279031;2.8752299999999997;-0.27321599999999996;89.8684;26.7966;236.805;122.0
2020-02-08 13:31:40;0.204915;0.277038;1.78604;0.054711;89.8557;26.7922;243.33700000000002;122.0
2020-02-08 13:31:41;0.20541199999999998;0.28021399999999996;2.5775900000000003;0.054711;89.8168;26.7936;233.61700000000002;122.0
2020-02-08 13:31:42;0.205554;0.278775;3.13614;0.054711;90.0161;26.7908;243.49;121.664
2020-02-08 13:31:43;0.205026;0.27922600000000003;2.52455;0.054711;89.90100000000001;26.7969;228.65099999999998;122.0
2020-02-08 13:31:44;0.206054;0.27810100000000004;3.03977;0.38263800000000003;89.8675;26.7957;236.08;122.0
2020-02-08 13:31:45;0.203714;0.279547;1.33627;0.054711;89.7522;26.7973;209.47400000000002;122.0
2020-02-08 13:31:46;0.206051;0.27826599999999996;2.11862;-0.27321599999999996;89.8417;26.8012;248.63400000000001;122.0
2020-02-08 13:31:47;0.203428;0.278327;2.8746099999999997;-0.27321599999999996;89.7504;26.8012;237.24400000000003;122.0
2020-02-08 13:31:48;0.205279;0.278498;2.74856;0.38263800000000003;89.9381;26.7952;205.368;121.338
2020-02-08 13:31:49;0.204586;0.277212;1.9986400000000002;0.38263800000000003;89.7993;26.7943;237.86900000000003;121.664
2020-02-08 13:31:50;0.20377;0.278199;1.87505;0.054711;89.8742;26.7992;229.812;122.664
2020-02-08 13:31:51;0.208436;0.278611;2.80677;0.054711;89.9575;26.7948;229.142;122.338
2020-02-08 13:31:53;0.204547;0.27779499999999996;2.87825;0.054711;89.5755;26.8008;210.683;122.0
2020-02-08 13:31:54;0.205064;0.278055;2.11348;-0.27321599999999996;89.7756;26.8002;229.512;122.0
2020-02-08 13:31:55;0.20360999999999999;0.277129;2.3098;-0.27321599999999996;89.8358;26.8026;248.65599999999998;122.664
2020-02-08 13:31:56;0.20397300000000002;0.276913;2.6853;0.054711;89.8222;26.7962;228.333;122.0
2020-02-08 13:31:57;0.20496599999999998;0.27815700000000004;1.9739799999999998;0.054711;89.7412;26.802;224.162;122.0
2020-02-08 13:31:58;0.204706;0.275993;2.18696;0.054711;89.9115;26.7957;222.838;122.664
2020-02-08 13:31:59;0.20499;0.278357;2.96175;0.38263800000000003;89.9019;26.7978;201.94799999999998;122.338
2020-02-08 13:32:00;0.204075;0.276407;2.69564;0.38263800000000003;89.756;26.7978;225.571;122.0
2020-02-08 13:32:01;0.205391;0.27823600000000004;2.66088;0.38263800000000003;89.8041;26.8019;222.766;122.0
2020-02-08 13:32:02;0.20366800000000002;0.27774699999999997;2.64017;0.38263800000000003;89.6118;26.8032;230.108;122.0
2020-02-08 13:32:03;0.205614;0.27817;2.83891;0.054711;89.6402;26.8058;227.922;122.0
2020-02-08 13:32:04;0.203349;0.278403;2.6779599999999997;0.054711;89.9006;26.8003;230.898;122.0
2020-02-08 13:32:05;0.205406;0.277927;2.07956;0.38263800000000003;89.9164;26.8;230.05;122.664
2020-02-08 13:32:07;0.20352;0.2781;2.54928;0.054711;89.78299999999999;26.8085;217.09599999999998;123.0
2020-02-08 13:32:08;0.204262;0.277455;2.73695;0.054711;90.065;26.8085;230.62099999999998;122.338
2020-02-08 13:32:09;0.20413599999999998;0.27641;2.64197;0.054711;90.1214;26.8039;231.072;122.664
2020-02-08 13:32:10;0.20356;0.277627;2.4540599999999997;-0.27321599999999996;90.3278;26.8041;228.854;122.338
2020-02-08 13:32:11;0.20490500000000003;0.276545;2.87075;0.054711;89.7754;26.8038;243.416;122.0
2020-02-08 13:32:12;0.202388;0.276;2.9842;-0.27321599999999996;90.296;26.8069;248.74099999999999;122.0
2020-02-08 13:32:13;0.20236400000000002;0.276562;1.04274;0.054711;90.2016;26.8103;214.957;122.0
2020-02-08 13:32:14;0.204524;0.277123;2.32455;0.38263800000000003;90.3584;26.81;249.142;122.0
2020-02-08 13:32:15;0.203068;0.276683;2.5585299999999997;0.38263800000000003;90.3137;26.8082;229.502;122.0
2020-02-08 13:32:16;0.20449900000000001;0.277917;2.71446;0.38263800000000003;90.4984;26.8082;231.71400000000003;122.664
2020-02-08 13:32:17;0.203337;0.275217;2.61029;0.054711;90.4481;26.8091;225.38400000000001;122.338
2020-02-08 13:32:18;0.20520500000000003;0.279055;2.79934;0.38263800000000003;90.4338;26.7986;229.033;122.664
