datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;anomaly;changepoint
2020-02-08 17:47:44;0.235339;0.277369;2.44922;0.054711;86.4961;29.2351;221.398;127.375;0.0;0.0
2020-02-08 17:47:45;0.236267;0.27641;2.42722;0.382638;86.7298;29.2371;231.262;126.631;0.0;0.0
2020-02-08 17:47:46;0.238212;0.282083;2.83722;0.382638;86.5955;29.2371;231.493;126.687;0.0;0.0
2020-02-08 17:47:47;0.234363;0.281127;2.59973;0.054711;86.6932;29.2315;228.925;127.0;0.0;0.0
2020-02-08 17:47:48;0.232628;0.275603;1.97529;0.382638;86.5149;29.23;215.893;126.315;0.0;0.0
2020-02-08 17:47:49;0.237805;0.277732;1.06004;0.054711;86.7006;29.2285;210.982;127.375;0.0;0.0
2020-02-08 17:47:50;0.23541;0.282899;3.06193;0.382638;86.6372;29.2233;234.567;128.0;0.0;0.0
2020-02-08 17:47:51;0.234242;0.276796;2.20795;0.054711;86.7439;29.2178;228.57;127.315;0.0;0.0
2020-02-08 17:47:52;0.23054;0.275178;2.17852;0.054711;86.583;29.2222;217.236;127.687;0.0;0.0
2020-02-08 17:47:53;0.237216;0.27955;2.68274;0.382638;86.6971;29.2218;227.83;127.315;0.0;0.0
2020-02-08 17:47:54;0.234883;0.283687;2.98828;-0.273216;86.607;29.2227;236.575;126.315;0.0;0.0
2020-02-08 17:47:55;0.232496;0.283941;2.57854;-0.273216;86.6791;29.2227;236.08;126.687;0.0;0.0
2020-02-08 17:47:56;0.232725;0.280831;2.59035;0.054711;86.8138;29.2192;218.405;126.315;0.0;0.0
2020-02-08 17:47:57;0.231191;0.271869;2.05477;0.054711;86.6278;29.217;210.556;127.375;0.0;0.0
2020-02-08 17:47:58;0.236097;0.282056;2.85405;-0.273216;86.8132;29.2206;210.91;127.315;0.0;0.0
2020-02-08 17:47:59;0.241927;0.281027;3.06725;-0.273216;86.9317;29.2197;236.746;127.0;0.0;0.0
2020-02-08 17:48:01;0.234594;0.277503;2.40502;0.710565;86.7056;29.2148;233.125;127.0;0.0;0.0
2020-02-08 17:48:02;0.234025;0.279194;2.89445;0.054711;86.822;29.2132;212.896;127.0;0.0;0.0
2020-02-08 17:48:03;0.23373;0.278428;3.01553;0.382638;86.8111;29.2221;243.415;126.315;0.0;0.0
2020-02-08 17:48:04;0.233339;0.279428;2.87605;0.382638;86.9148;29.2221;205.726;126.0;0.0;0.0
2020-02-08 17:48:05;0.238073;0.280084;2.20654;0.054711;86.8278;29.209;220.691;126.687;0.0;0.0
2020-02-08 17:48:06;0.236472;0.282554;3.08983;-0.273216;86.9076;29.2023;233.313;127.0;0.0;0.0
2020-02-08 17:48:07;0.236088;0.279293;2.81168;0.054711;86.8605;29.1992;216.258;127.0;0.0;0.0
2020-02-08 17:48:08;0.23363;0.27579;2.83165;0.382638;86.7263;29.1995;229.122;127.0;0.0;0.0
2020-02-08 17:48:09;0.236588;0.278649;2.97397;0.710565;86.9283;29.2012;227.597;127.0;0.0;0.0
2020-02-08 17:48:10;0.238639;0.281878;2.85531;0.054711;86.9138;29.1955;239.145;127.0;0.0;0.0
2020-02-08 17:48:11;0.235888;0.282277;2.69837;0.382638;86.9611;29.1987;228.889;126.315;0.0;0.0
2020-02-08 17:48:12;0.234956;0.278375;2.9839;-0.273216;86.808;29.1951;248.242;126.687;0.0;0.0
2020-02-08 17:48:13;0.232854;0.274433;2.33134;0.382638;86.8143;29.1986;220.04;126.315;0.0;0.0
2020-02-08 17:48:14;0.238015;0.282215;3.04515;0.382638;86.8676;29.1986;240.157;126.687;0.0;0.0
2020-02-08 17:48:15;0.234951;0.278027;2.5474;0.054711;86.5121;29.2018;220.531;127.0;0.0;0.0
2020-02-08 17:48:16;0.234135;0.279334;3.1165;0.382638;86.9299;29.2102;248.017;126.315;0.0;0.0
2020-02-08 17:48:17;0.23459;0.277608;2.71924;0.710565;86.1316;29.2097;231.973;126.687;0.0;0.0
2020-02-08 17:48:19;0.233854;0.280958;2.85555;0.382638;86.3215;29.2089;235.513;126.315;0.0;0.0
2020-02-08 17:48:20;0.235532;0.279251;3.13331;0.054711;87.0125;29.2235;227.592;126.687;0.0;0.0
2020-02-08 17:48:21;0.233331;0.276028;2.58297;0.054711;86.2097;29.2342;222.311;126.315;0.0;0.0
2020-02-08 17:48:22;0.237512;0.280705;2.93624;0.054711;86.6574;29.2262;237.261;126.687;0.0;0.0
2020-02-08 17:48:23;0.237216;0.282555;2.78965;0.054711;86.2718;29.2262;227.963;126.315;0.0;0.0
2020-02-08 17:48:24;0.235698;0.27955;2.9626;0.054711;86.6435;29.2347;218.178;126.687;0.0;0.0
2020-02-08 17:48:25;0.236111;0.278434;3.0747;0.054711;86.2927;29.2447;238.607;126.0;0.0;0.0
2020-02-08 17:48:26;0.23511;0.281651;3.01595;0.054711;86.2701;29.2416;224.413;126.687;0.0;0.0
2020-02-08 17:48:27;0.235608;0.281241;2.52261;0.054711;86.3041;29.2497;224.347;126.315;0.0;0.0
2020-02-08 17:48:28;0.23501;0.279681;3.01347;0.054711;86.1649;29.2463;222.851;125.315;0.0;0.0
2020-02-08 17:48:29;0.237661;0.278084;2.51762;0.382638;86.5167;29.253;217.349;126.375;0.0;0.0
2020-02-08 17:48:30;0.237115;0.280815;2.81791;0.382638;86.329;29.2581;223.333;125.631;0.0;0.0
2020-02-08 17:48:31;0.233938;0.279017;2.26988;0.382638;86.4099;29.2581;220.561;125.687;0.0;0.0
2020-02-08 17:48:32;0.233522;0.27692;2.82153;0.382638;86.3034;29.2631;228.745;126.0;0.0;0.0
