datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;anomaly;changepoint
2020-02-08 17:27:19;0.226518;0.268177;2.44101;0.054711;87.9018;29.7618;228.504;128.317;0.0;0.0
2020-02-08 17:27:20;0.228938;0.272651;2.54982;0.382638;87.9442;29.7518;231.757;127.317;0.0;0.0
2020-02-08 17:27:21;0.22759;0.272538;2.50009;0.382638;87.7982;29.7518;231.191;127.0;0.0;0.0
2020-02-08 17:27:22;0.229194;0.273744;2.67603;0.054711;87.6893;29.7543;233.209;127.685;0.0;0.0
2020-02-08 17:27:23;0.226411;0.268919;0.944825;0.054711;87.73;29.7527;203.4;127.0;0.0;0.0
2020-02-08 17:27:24;0.232243;0.272722;2.92336;0.054711;87.7685;29.75;242.138;127.0;0.0;0.0
2020-02-08 17:27:25;0.226511;0.267039;1.18867;0.054711;87.6757;29.7507;215.065;127.685;0.0;0.0
2020-02-08 17:27:26;0.226399;0.270673;3.14616;0.054711;87.7372;29.7351;250.979;128.0;0.0;0.0
2020-02-08 17:27:27;0.228911;0.273335;2.75828;0.382638;87.7551;29.741;226.022;128.0;0.0;0.0
2020-02-08 17:27:28;0.2271;0.27283;2.70459;0.054711;87.7404;29.7441;231.186;128.0;0.0;0.0
2020-02-08 17:27:29;0.230227;0.268602;2.89427;0.054711;88.2581;29.7441;221.87;128.0;0.0;0.0
2020-02-08 17:27:30;0.230697;0.274671;1.8835;0.382638;88.2609;29.7435;216.724;128.0;0.0;0.0
2020-02-08 17:27:31;0.228454;0.277102;2.88124;0.054711;87.8383;29.7476;238.756;128.0;0.0;0.0
2020-02-08 17:27:32;0.227606;0.268488;2.31383;-0.601143;87.8052;29.7436;234.606;128.0;0.0;0.0
2020-02-08 17:27:33;0.226589;0.272197;2.8864;0.054711;88.2108;29.7579;242.539;128.0;0.0;0.0
2020-02-08 17:27:34;0.233289;0.27746;2.5815;0.054711;88.1841;29.754;236.486;127.317;0.0;0.0
2020-02-08 17:27:35;0.2299;0.274447;2.77558;0.382638;88.2583;29.7703;233.558;127.685;0.0;0.0
2020-02-08 17:27:36;0.226908;0.270804;3.17277;0.054711;88.3493;29.7628;246.491;128.0;0.0;0.0
2020-02-08 17:27:37;0.22847;0.269132;2.72691;0.054711;88.2609;29.7628;233.832;128.0;0.0;0.0
2020-02-08 17:27:38;0.226849;0.268065;2.73229;0.382638;88.2388;29.7697;229.602;128.0;0.0;0.0
