datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;is_anomaly;is_pa
2020-03-09 11:34:36;0.027027999999999996;0.039413699999999996;1.06079;0.054711;71.5661;25.385;237.459;31.0062;0.0;0.0
2020-03-09 11:34:37;0.026882299999999998;0.040152600000000004;1.4596200000000001;0.054711;71.6084;25.3866;228.704;32.0062;0.0;0.0
2020-03-09 11:34:38;0.0269211;0.038454300000000004;1.34585;-0.27321599999999996;71.6126;25.388;230.98;32.994;0.0;0.0
2020-03-09 11:34:39;0.0270806;0.0392865;1.32092;0.054711;71.3073;25.3799;254.42700000000002;32.0;0.0;0.0
2020-03-09 11:34:40;0.0268645;0.039844599999999994;1.08304;0.38263800000000003;71.4119;25.3868;210.90200000000002;32.0;0.0;0.0
2020-03-09 11:34:41;0.026326;0.038349699999999994;1.04605;0.054711;71.2072;25.3822;221.842;32.0062;0.0;0.0
2020-03-09 11:34:42;0.027274400000000004;0.0389163;1.51862;0.054711;71.2947;25.386999999999997;249.46099999999998;32.994;0.0;0.0
2020-03-09 11:34:43;0.026664599999999997;0.0400664;1.27817;0.054711;71.153;25.3841;225.93;32.0;0.0;0.0
2020-03-09 11:34:44;0.02646;0.038291900000000004;1.11024;0.054711;71.2653;25.3809;222.09900000000002;32.0062;0.0;0.0
2020-03-09 11:34:45;0.026871100000000002;0.0390185;1.04885;0.054711;71.046;25.3823;230.707;32.994;0.0;0.0
2020-03-09 11:34:46;0.026776099999999997;0.0402044;1.16333;0.054711;71.0718;25.3813;252.704;32.0;0.0;0.0
2020-03-09 11:34:47;0.026532299999999998;0.038380300000000006;1.19241;0.054711;71.0005;25.386;226.97400000000002;32.0;0.0;0.0
2020-03-09 11:34:48;0.0269438;0.0391798;1.1509;0.054711;70.88;25.3854;215.07299999999998;32.994;0.0;0.0
2020-03-09 11:34:49;0.0264286;0.0383579;1.37379;-0.27321599999999996;70.6321;25.3968;233.65599999999998;32.0;0.0;0.0
2020-03-09 11:34:50;0.0271503;0.0397527;1.33693;0.054711;70.9519;25.3774;232.75799999999998;32.0;0.0;0.0
2020-03-09 11:34:52;0.0267961;0.0397816;0.975584;-0.27321599999999996;70.7559;25.3872;229.118;32.0;0.0;0.0
2020-03-09 11:34:53;0.026928700000000003;0.0398258;1.24911;0.054711;70.8839;25.3811;231.295;32.0;0.0;0.0
2020-03-09 11:34:54;0.026799400000000004;0.0391149;1.08443;0.054711;70.5752;25.397;231.437;32.0;0.0;0.0
2020-03-09 11:34:55;0.027556599999999997;0.0411404;1.1847;-0.27321599999999996;70.5376;25.3949;240.56400000000002;32.0062;0.0;0.0
2020-03-09 11:34:56;0.026816200000000002;0.039869199999999994;0.938242;0.054711;70.7535;25.3903;231.709;32.994;0.0;0.0
2020-03-09 11:34:57;0.027094999999999998;0.039601;1.30542;0.054711;70.5098;25.3991;233.99599999999998;32.0;0.0;0.0
2020-03-09 11:34:58;0.0275781;0.041110900000000006;1.25662;0.710565;70.6205;25.4024;233.706;32.0;0.0;0.0
2020-03-09 11:34:59;0.0269572;0.0410453;1.15093;0.38263800000000003;70.2286;25.3988;223.165;32.0062;0.0;0.0
2020-03-09 11:35:00;0.026955400000000004;0.0397596;1.1307;0.38263800000000003;70.2945;25.3969;218.017;32.994;0.0;0.0
2020-03-09 11:35:01;0.0274394;0.041119;1.15951;0.710565;70.3325;25.3958;230.983;32.0;0.0;0.0
2020-03-09 11:35:02;0.027275900000000002;0.0413369;1.25892;0.054711;69.9373;25.4026;227.203;32.0062;0.0;0.0
2020-03-09 11:35:03;0.027022300000000003;0.0396339;1.24864;0.054711;70.2549;25.4056;216.139;32.994;0.0;0.0
2020-03-09 11:35:04;0.0274676;0.041063300000000004;1.09818;0.054711;70.0086;25.4035;234.149;32.0;0.0;0.0
2020-03-09 11:35:05;0.0272525;0.0407228;1.2314200000000002;0.38263800000000003;69.8636;25.4077;224.109;32.0;0.0;0.0
