datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;anomaly;changepoint
2020-03-09 14:54:41;0.0270779;0.0399487;1.02994;0.054711;66.0458;24.5843;237.477;32.9719;0.0;0.0
2020-03-09 14:54:42;0.0273458;0.0396356;1.1944;-0.601143;66.0547;24.5866;243.741;32.0;0.0;0.0
2020-03-09 14:54:43;0.0273737;0.0391809;0.697448;0.054711;66.0166;24.5821;230.858;32.0;0.0;0.0
2020-03-09 14:54:44;0.0277605;0.0401587;0.633259;0.054711;66.1645;24.5788;209.755;32.0;0.0;0.0
2020-03-09 14:54:46;0.027564;0.0407666;1.5208;0.054711;66.131;24.5746;247.676;32.029;0.0;0.0
2020-03-09 14:54:47;0.0275099;0.0401628;1.51354;0.054711;66.2501;24.5885;244.025;32.9719;0.0;0.0
2020-03-09 14:54:48;0.0271148;0.0392374;0.672691;0.382638;66.1967;24.5852;238.5;32.0;0.0;0.0
2020-03-09 14:54:49;0.0277816;0.0391248;0.961182;0.054711;66.3149;24.5903;225.127;32.029;0.0;0.0
2020-03-09 14:54:50;0.0272959;0.0387228;0.847027;0.054711;66.0994;24.5824;228.756;32.9719;0.0;0.0
2020-03-09 14:54:51;0.0275749;0.0391632;0.810182;0.054711;66.3741;24.5894;242.652;32.0;0.0;0.0
2020-03-09 14:54:52;0.0275733;0.0396963;0.695968;0.054711;66.3123;24.5796;228.441;32.0;0.0;0.0
2020-03-09 14:54:53;0.0270826;0.0399321;1.4501;0.382638;66.3476;24.5912;249.861;32.029;0.0;0.0
2020-03-09 14:54:54;0.026936;0.0404316;1.07062;0.382638;66.3603;24.5803;252.99;32.9719;0.0;0.0
2020-03-09 14:54:55;0.0270344;0.0404734;1.28789;0.054711;66.3581;24.5853;230.709;32.029;0.0;0.0
2020-03-09 14:54:56;0.0277332;0.0413119;0.936886;0.382638;66.2808;24.5891;221.346;32.9719;0.0;0.0
2020-03-09 14:54:57;0.0279282;0.0412264;1.14826;-0.273216;66.3432;24.5823;216.515;32.0;0.0;0.0
2020-03-09 14:54:58;0.0278717;0.0418625;0.8247;0.382638;66.3321;24.5837;220.27;32.0;0.0;0.0
2020-03-09 14:54:59;0.0277719;0.0424374;0.865386;0.054711;66.3369;24.5861;232.252;32.029;0.0;0.0
2020-03-09 14:55:00;0.0272918;0.0418533;1.21175;0.382638;66.486;24.584;228.933;32.9719;0.0;0.0
2020-03-09 14:55:01;0.0275883;0.0415701;0.868837;0.054711;66.5225;24.5944;240.288;32.0;0.0;0.0
2020-03-09 14:55:02;0.0277895;0.0416115;1.31513;0.054711;66.547;24.5929;224.43;32.9719;0.0;0.0
2020-03-09 14:55:04;0.0281868;0.0421122;1.18295;0.054711;66.4239;24.5862;243.637;32.0;0.0;0.0
2020-03-09 14:55:05;0.0274747;0.0415505;1.30444;0.054711;66.4804;24.5874;223.503;32.0;0.0;0.0
2020-03-09 14:55:06;0.0275306;0.0408197;1.13778;0.054711;66.5971;24.579;219.747;32.029;0.0;0.0
2020-03-09 14:55:07;0.0272835;0.0399006;1.17257;0.382638;66.5548;24.585;227.311;32.9719;0.0;0.0
2020-03-09 14:55:08;0.0279547;0.0395998;1.0709;0.054711;66.4989;24.5878;216.321;32.0;0.0;0.0
2020-03-09 14:55:09;0.0276127;0.0398667;1.45394;0.054711;66.6581;24.5821;242.221;32.029;0.0;0.0
2020-03-09 14:55:10;0.0271406;0.0398369;1.02902;-0.273216;66.5931;24.5851;227.962;32.9719;0.0;0.0
2020-03-09 14:55:11;0.0273672;0.03957;0.995894;0.054711;66.5055;24.5883;219.319;32.0;0.0;0.0
2020-03-09 14:55:12;0.0271761;0.0396085;1.18437;0.054711;66.5795;24.5764;224.617;32.0;0.0;0.0
2020-03-09 14:55:13;0.0274604;0.039977;1.36949;0.054711;66.4805;24.5813;237.042;32.0;0.0;0.0
2020-03-09 14:55:14;0.0271712;0.0390738;1.33707;0.054711;66.605;24.5858;225.571;32.0;0.0;0.0
2020-03-09 14:55:15;0.027517;0.0396777;1.09596;0.054711;66.5044;24.5768;220.25;32.0;0.0;0.0
2020-03-09 14:55:16;0.02722;0.0398735;1.00611;0.382638;66.4953;24.5743;220.943;32.0;0.0;0.0
2020-03-09 14:55:17;0.0268217;0.0402917;1.31941;0.054711;66.4165;24.5724;238.553;32.0;0.0;0.0
2020-03-09 14:55:18;0.0270573;0.0403149;0.994297;0.054711;66.6936;24.5737;224.469;32.0;0.0;0.0
2020-03-09 14:55:19;0.0265889;0.0398795;1.34736;0.054711;66.5518;24.5732;242.338;32.0;0.0;0.0
2020-03-09 14:55:20;0.0271794;0.0397727;0.694743;0.382638;66.6029;24.5707;214.62;32.0292;0.0;0.0
2020-03-09 14:55:21;0.0274385;0.0395788;1.35023;0.054711;66.7142;24.5711;236.946;32.0;0.0;0.0
2020-03-09 14:55:23;0.0273619;0.0393703;1.20389;0.382638;66.9068;24.5716;236.083;32.0;0.0;0.0
2020-03-09 14:55:24;0.027141;0.0398433;0.787505;-0.273216;66.6999;24.57;239.085;32.0;0.0;0.0
2020-03-09 14:55:25;0.0270594;0.0397554;1.08766;0.054711;66.5;24.5608;215.557;32.0292;0.0;0.0
2020-03-09 14:55:26;0.0269343;0.0394171;0.742684;0.382638;66.5294;24.566;212.695;32.9716;0.0;0.0
2020-03-09 14:55:27;0.0274263;0.040225;1.10357;0.054711;66.865;24.5628;227.998;32.0292;0.0;0.0
2020-03-09 14:55:28;0.0270913;0.0393503;0.749079;0.382638;66.5226;24.5671;224.93;32.9716;0.0;0.0
2020-03-09 14:55:29;0.0274893;0.0399242;1.37407;-0.601143;66.5372;24.5509;238.121;32.0;0.0;0.0
2020-03-09 14:55:30;0.0273937;0.0402403;0.749654;0.054711;66.3774;24.5633;219.407;32.0;0.0;0.0
2020-03-09 14:55:31;0.0276499;0.0408825;0.7819;0.054711;66.5929;24.5569;232.627;32.0;0.0;0.0
2020-03-09 14:55:32;0.0275313;0.0409724;0.782654;-0.273216;66.5789;24.5638;227.531;32.0;0.0;0.0
2020-03-09 14:55:33;0.0269385;0.0399907;0.794647;0.054711;66.5863;24.5654;223.111;32.0;0.0;0.0
2020-03-09 14:55:34;0.0275111;0.0408611;0.484351;-0.273216;66.5171;24.5691;209.896;32.0;0.0;0.0
2020-03-09 14:55:35;0.0270233;0.0395414;0.849232;-0.273216;66.5471;24.5527;230.882;32.0;0.0;0.0
2020-03-09 14:55:36;0.0273889;0.0405678;0.436684;0.054711;66.5441;24.5659;234.954;32.0;0.0;0.0
2020-03-09 14:55:37;0.0277123;0.0412056;1.25555;0.054711;66.6128;24.5659;230.984;32.0;0.0;0.0
2020-03-09 14:55:38;0.0275559;0.0414091;0.716905;0.054711;66.6281;24.5656;220.543;32.0;0.0;0.0
2020-03-09 14:55:39;0.0276455;0.0412743;0.610039;0.054711;66.5765;24.5724;228.482;32.0;0.0;0.0
2020-03-09 14:55:40;0.0273889;0.0408951;0.79964;0.054711;66.6606;24.5667;238.562;32.0292;0.0;0.0
2020-03-09 14:55:42;0.0273904;0.040596;0.876814;-0.273216;66.6473;24.5642;235.848;32.9716;0.0;0.0
2020-03-09 14:55:43;0.0276689;0.0411969;0.48333;0.054711;66.661;24.5566;213.945;32.0;0.0;0.0
2020-03-09 14:55:44;0.0279092;0.0412634;0.600546;-0.273216;66.7277;24.5572;234.113;32.0;0.0;0.0
2020-03-09 14:55:45;0.0275692;0.0421302;0.720076;0.054711;66.7051;24.5593;234.994;32.0;0.0;0.0
2020-03-09 14:55:46;0.0275561;0.0415686;0.671586;0.382638;66.8087;24.5551;231.617;32.0292;0.0;0.0
2020-03-09 14:55:47;0.0273398;0.0404708;0.845066;-0.601143;66.6008;24.5635;235.967;32.9716;0.0;0.0
2020-03-09 14:55:48;0.0275173;0.0412391;0.592701;0.054711;66.6943;24.553;231.223;31.9716;0.0;0.0
2020-03-09 14:55:49;0.0270844;0.0401313;0.610934;0.054711;66.6501;24.553;226.161;31.0293;0.0;0.0
2020-03-09 14:55:50;0.0276867;0.0405048;1.0558;0.054711;66.5948;24.5548;249.905;32.0;0.0;0.0
2020-03-09 14:55:51;0.0276958;0.040609;0.635985;0.054711;66.6458;24.5526;231.073;32.0292;0.0;0.0
2020-03-09 14:55:52;0.0280422;0.0402783;0.854875;0.054711;66.7251;24.5574;231.053;32.9716;0.0;0.0
2020-03-09 14:55:53;0.0277591;0.0405316;0.587976;-0.273216;66.6623;24.5466;231.201;32.0;0.0;0.0
2020-03-09 14:55:54;0.0271793;0.0407065;0.655984;0.054711;66.703;24.5574;222.24;32.0;0.0;0.0
2020-03-09 14:55:55;0.0276827;0.040755;0.974625;0.054711;66.7681;24.5585;218.376;32.0;0.0;0.0
2020-03-09 14:55:56;0.0278527;0.0401044;0.568662;0.382638;66.8938;24.563;221.589;32.0;0.0;0.0
2020-03-09 14:55:57;0.0282814;0.0402962;1.10848;-0.273216;66.7914;24.5633;231.232;32.0;0.0;0.0
2020-03-09 14:55:58;0.0279762;0.0398745;0.975909;0.382638;66.7035;24.5596;231.24;32.0;0.0;0.0
2020-03-09 14:55:59;0.0276144;0.0403974;0.958442;0.054711;66.7458;24.5585;231.37;32.0;0.0;0.0
2020-03-09 14:56:01;0.0273082;0.0406628;0.927989;0.382638;66.8859;24.5592;227.506;32.0292;0.0;0.0
2020-03-09 14:56:02;0.0274519;0.0406149;1.01079;0.054711;66.8376;24.5627;234.791;32.9441;0.0;0.0
2020-03-09 14:56:03;0.027265;0.0398429;0.95055;0.054711;66.8382;24.549;234.441;31.0293;0.0;0.0
2020-03-09 14:56:04;0.027782;0.0401933;0.602362;0.054711;66.8303;24.5575;229.655;32.0292;0.0;0.0
2020-03-09 14:56:05;0.027604;0.0406589;1.07551;0.054711;66.7438;24.5551;219.704;32.9716;0.0;0.0
2020-03-09 14:56:06;0.027542;0.0407421;0.586571;-0.273216;66.8716;24.5597;232.474;32.0;0.0;0.0
2020-03-09 14:56:07;0.0272095;0.0410644;0.630306;-0.273216;66.8799;24.5558;231.436;32.0292;0.0;0.0
2020-03-09 14:56:08;0.027017;0.0406998;0.966127;0.054711;66.8277;24.5495;223.135;32.9716;0.0;0.0
2020-03-09 14:56:09;0.02726;0.0409173;1.27252;0.054711;66.9413;24.5462;222.837;32.0;0.0;0.0
2020-03-09 14:56:10;0.0269946;0.0401144;1.30075;0.382638;66.9348;24.5477;229.058;32.0292;0.0;0.0
2020-03-09 14:56:11;0.0271032;0.0398644;1.07848;0.382638;66.8349;24.5436;230.264;32.9716;0.0;0.0
2020-03-09 14:56:12;0.0274272;0.0404181;1.02039;0.054711;67.0116;24.5472;230.507;32.0;0.0;0.0
2020-03-09 14:56:13;0.0273828;0.0405014;0.977429;-0.601143;66.801;24.5469;236.185;32.0;0.0;0.0
2020-03-09 14:56:14;0.0274834;0.041364;1.24243;-0.601143;66.9977;24.5488;220.328;32.0;0.0;0.0
2020-03-09 14:56:15;0.0271046;0.0405079;1.51346;-0.601143;66.75;24.5488;246.057;32.0;0.0;0.0
2020-03-09 14:56:16;0.027377;0.0403735;1.0061;0.382638;66.8917;24.5399;240.904;32.0;0.0;0.0
2020-03-09 14:56:17;0.0274358;0.0395391;1.37375;-0.273216;66.856;24.5414;231.45;32.0;0.0;0.0
2020-03-09 14:56:18;0.0275879;0.0397489;0.98726;0.382638;66.944;24.5471;224.994;32.0;0.0;0.0
2020-03-09 14:56:19;0.0277182;0.0402029;0.863963;0.054711;66.9365;24.546;226.115;32.0292;0.0;0.0
2020-03-09 14:56:20;0.0274334;0.0410053;1.16172;0.054711;67.0747;24.5394;238.646;31.0293;0.0;0.0
2020-03-09 14:56:22;0.0269387;0.0406394;0.985672;-0.601143;66.9467;24.5453;231.706;32.0;0.0;0.0
2020-03-09 14:56:23;0.0272754;0.040577;1.01105;0.054711;67.0023;24.5492;232.327;32.0;0.0;0.0
2020-03-09 14:56:24;0.0273113;0.0394955;0.945607;0.054711;67.0547;24.5365;231.167;32.0;0.0;0.0
2020-03-09 14:56:25;0.0272382;0.0394806;1.1246;0.054711;67.1389;24.5378;211.721;32.0292;0.0;0.0
2020-03-09 14:56:26;0.0275301;0.0400219;0.896301;0.054711;67.049;24.5446;229.765;32.9716;0.0;0.0
2020-03-09 14:56:27;0.0273537;0.0404723;1.12364;-0.273216;66.9631;24.5391;232.464;32.0;0.0;0.0
2020-03-09 14:56:28;0.0273923;0.0411993;1.1039;0.054711;67.0477;24.5382;226.682;32.0;0.0;0.0
2020-03-09 14:56:29;0.0270802;0.0408344;1.00593;0.054711;66.9521;24.5321;229.903;32.0;0.0;0.0
2020-03-09 14:56:30;0.0272844;0.0405452;1.32229;0.382638;67.0624;24.537;224.005;32.0292;0.0;0.0
2020-03-09 14:56:31;0.0272451;0.0401339;1.26138;0.054711;67.035;24.5398;233.186;32.9716;0.0;0.0
2020-03-09 14:56:32;0.0274453;0.0393534;0.73341;0.054711;67.1094;24.5283;218.607;32.0;0.0;0.0
2020-03-09 14:56:33;0.0276042;0.03998;1.23998;-0.273216;66.95;24.5353;231.268;32.0;0.0;0.0
2020-03-09 14:56:34;0.0275512;0.0400578;0.986623;0.054711;67.0784;24.5345;216.943;32.0292;0.0;0.0
2020-03-09 14:56:35;0.027466;0.0410026;1.31162;-0.601143;67.3129;24.5315;231.802;32.9716;0.0;0.0
2020-03-09 14:56:36;0.0271159;0.0406474;1.34436;0.382638;67.1357;24.5394;252.708;32.0;0.0;0.0
2020-03-09 14:56:37;0.0271309;0.0408348;1.25862;0.054711;67.3195;24.5375;230.806;32.0292;0.0;0.0
