datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS;anomaly;changepoint
2020-03-09 11:34:36;0.0274316;0.0403781;0.822886;-0.273216;71.1868;25.4163;237.279;32.0;0.0;0.0
2020-03-09 11:34:37;0.0270998;0.0405201;0.987397;0.054711;71.3754;25.4236;240.769;32.0;0.0;0.0
2020-03-09 11:34:38;0.0269434;0.0402543;0.933556;0.054711;71.3809;25.4116;241.741;32.0;0.0;0.0
2020-03-09 11:34:39;0.0271869;0.0405206;0.844748;-0.273216;71.1076;25.4116;207.764;32.0;0.0;0.0
2020-03-09 11:34:40;0.0269832;0.0408827;0.596623;-0.273216;71.3063;25.4269;230.184;32.0;0.0;0.0
2020-03-09 11:34:41;0.0274389;0.0399478;0.450938;0.054711;71.3884;25.4271;212.738;32.0;0.0;0.0
2020-03-09 11:34:42;0.0270587;0.0411255;0.536597;0.382638;71.4138;25.4211;209.935;32.0;0.0;0.0
2020-03-09 11:34:43;0.0271061;0.0411867;0.602103;0.054711;71.2523;25.42;235.304;32.0;0.0;0.0
2020-03-09 11:34:44;0.0269517;0.0397458;0.84622;-0.273216;71.34;25.4176;216.472;32.0;0.0;0.0
2020-03-09 11:34:45;0.0275309;0.0420175;0.691582;0.054711;71.2248;25.4117;249.611;32.0;0.0;0.0
2020-03-09 11:34:46;0.0267775;0.0411086;0.813276;0.054711;71.3522;25.4237;225.224;32.0;0.0;0.0
2020-03-09 11:34:47;0.0272118;0.0399001;0.939745;0.054711;71.393;25.4237;225.163;32.0;0.0;0.0
2020-03-09 11:34:48;0.0271735;0.041599;0.877589;0.382638;71.3274;25.4182;230.986;32.0;0.0;0.0
2020-03-09 11:34:49;0.0268987;0.0401279;0.471562;0.382638;71.3302;25.4273;212.799;32.0;0.0;0.0
2020-03-09 11:34:50;0.0273275;0.0402857;0.464409;0.054711;71.2743;25.4106;208.505;32.0057;0.0;0.0
2020-03-09 11:34:51;0.0273088;0.0416512;1.46663;-0.273216;71.4004;25.419;253.031;32.9945;0.0;0.0
2020-03-09 11:34:52;0.0269551;0.0401573;0.595451;0.054711;71.4055;25.4093;224.791;32.0;0.0;0.0
2020-03-09 11:34:53;0.0276282;0.0410081;0.834585;0.054711;71.3295;25.4262;209.171;32.0;0.0;0.0
2020-03-09 11:34:54;0.0267297;0.0410205;0.930682;0.382638;71.5398;25.411;247.325;32.0;0.0;0.0
2020-03-09 11:34:55;0.0270942;0.0412544;1.1707;-0.601143;71.5659;25.4158;232.031;32.0;0.0;0.0
2020-03-09 11:34:56;0.0270903;0.0404805;1.46274;0.054711;71.37;25.4088;241.444;32.0;0.0;0.0
2020-03-09 11:34:57;0.0271559;0.0399091;0.800282;-0.273216;71.5235;25.4149;226.283;31.9945;0.0;0.0
2020-03-09 11:34:59;0.0272862;0.0415902;1.19596;0.054711;71.511;25.4149;229.995;31.0057;0.0;0.0
2020-03-09 11:35:00;0.0266453;0.03995;1.35029;0.054711;71.5164;25.4319;222.809;32.0;0.0;0.0
2020-03-09 11:35:01;0.0274115;0.0407243;1.28806;0.054711;71.5473;25.4149;223.609;32.0;0.0;0.0
2020-03-09 11:35:02;0.0271117;0.0404151;1.09088;0.054711;71.4204;25.4135;226.29;32.0;0.0;0.0
2020-03-09 11:35:03;0.0271208;0.0399773;1.11775;-0.273216;71.6001;25.4282;229.61;31.9945;0.0;0.0
2020-03-09 11:35:04;0.0274104;0.041258;0.812307;0.054711;71.6075;25.429;231.808;31.0057;0.0;0.0
2020-03-09 11:35:05;0.0272981;0.040531;1.17049;-0.601143;71.6259;25.4281;207.758;32.0;0.0;0.0
2020-03-09 11:35:06;0.0273508;0.0406089;0.815652;0.382638;71.6015;25.4282;215.251;32.0;0.0;0.0
2020-03-09 11:35:07;0.0272624;0.0410539;1.47883;0.054711;71.3682;25.4198;253.973;32.0057;0.0;0.0
2020-03-09 11:35:08;0.0273394;0.0414931;0.786543;0.054711;71.6701;25.4151;231.699;32.9945;0.0;0.0
